relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:10e687c4d9d8bc79,paper:PMC4911828,PMC4911828-chunk-0003,,PMC4911828,PREVENTS,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,gemfibrozil demonstrated a reduction in CV risk across all the categories of baseline TG in VA-HIT,INTRO,13845,13943,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that gemfibrozil demonstrated a reduction in cardiovascular risk.
silver_relationship:482c5ca7e39af325,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,ASSOCIATED_WITH,biomarker:non_hdl_cholesterol,Biomarker,Non-HDL cholesterol,Non-HDL cholesterol,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,Liu et al. in the analyses from Framingham study cohort found a strong association between non-HDL-C and CV risk within all strata of LDL-C values.,INTRO,19037,19184,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Both endpoints are accepted, and the evidence explicitly states a strong association between non-HDL-C and CV risk."
silver_relationship:ed11328488eb1a06,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,ezetimibe (primarily lowers LDL-C with only modest effect on TG),INTRO,21840,21904,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly says ezetimibe primarily lowers LDL-C.
silver_relationship:35c39d200b0fe089,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:peroxisome_proliferator_activated_receptor_agonists,Drug,Peroxisome proliferator-activated receptor agonists,Peroxisome proliferator-activated receptor agonists,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The drug class is listed among newer drugs described as having TG-lowering properties.
silver_relationship:59b77e944e7b8bb2,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:antisense_therapies_targeting_apo_b_apo_c,Drug,Antisense therapies targeting Apo-B–Apo-C,Antisense therapies targeting Apo-B–Apo-C,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The therapy class is included in the list of newer drugs described as having TG-lowering properties.
silver_relationship:c6fe603ff1a3e962,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,INCREASES,drug:niacin,Drug,Niacin,Niacin,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,HDL-C raising drugs such as niacin and CETP inhibitors have measurably failed so far in RCTs.,INTRO,20329,20422,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly identifies niacin as an HDL-C raising drug; the failure statement refers to RCT outcomes, not negation of HDL-C raising."
silver_relationship:62cc3ad97d229d21,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:statins,Drug,Statins,Statins,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,"Intensive statin therapy further lowers the risk by additional ~15%. However, a considerable amount of residual CV risk still remains.",INTRO,19998,20132,0.85,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence supports statin therapy lowering cardiovascular risk, but does not support the stronger PREVENTS label; REDUCES is the appropriate relationship type."
silver_relationship:771bc9a5917cefd2,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:lomitapide,Drug,Lomitapide,Lomitapide,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lomitapide is given parenthetically as an example of microsomal TG protein inhibitors in a list of drugs with TG-lowering properties.
silver_relationship:729c506a7aeabf8d,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:cholesteryl_ester_transfer_protein_inhibitors,Drug,Cholesteryl ester transfer protein inhibitors,Cholesteryl ester transfer protein inhibitors,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The class is included in a list of newer drugs described as having TG-lowering properties.
silver_relationship:848793e34de0b3d9,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,TG lowering with fibrates has shown somewhat mixed results.,INTRO,20534,20593,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly states TG lowering with fibrates, despite mixed downstream outcome results."
silver_relationship:791b691675d9219e,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,ASSOCIATED_WITH,biomarker:triglyceride_rich_lipoprotein_particles,Biomarker,Triglyceride-rich lipoprotein particles,Triglyceride-rich lipoprotein particles,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,human genetic studies strongly implicate TGRLP to be associated with increased CVD,INTRO,20600,20682,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that TGRLP is associated with increased CVD.
silver_relationship:ebcb45a4fd93e89c,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Mipomersen is given parenthetically as an example of antisense oligonucleotides in a list of drugs with TG-lowering properties.
silver_relationship:e63dba87073709fd,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,INCREASES,drug:cholesteryl_ester_transfer_protein_inhibitors,Drug,Cholesteryl ester transfer protein inhibitors,Cholesteryl ester transfer protein inhibitors,biomarker:hdl_cholesterol,Biomarker,HDL cholesterol,HDL cholesterol,HDL-C raising drugs such as niacin and CETP inhibitors have measurably failed so far in RCTs.,INTRO,20329,20422,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly identifies CETP inhibitors as HDL-C raising drugs; the RCT failure statement does not negate HDL-C raising.
silver_relationship:99ea38a5338d15c0,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:proprotein_convertase_subtilisin_kexin_type_9_inhibitors,Drug,Proprotein convertase subtilisin/kexin type-9 inhibitors,Proprotein convertase subtilisin/kexin type-9 inhibitors,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The class is included in a list of newer drugs described as having TG-lowering properties.
silver_relationship:be36afd24869f07f,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:ezetimibe_plus_simvastatin_combination_therapy,Drug,Ezetimibe plus simvastatin combination therapy,Ezetimibe plus simvastatin combination therapy,condition:major_cardiovascular_events,Condition,Major cardiovascular events,Major cardiovascular events,"The Improved Reduction of Outcomes: Vytorin Efficacy International Trial, which compared ezetimibe plus simvastatin combination therapy, to simvastatin monotherapy, in patients with recently hospitalized for an acute coronary syndrome (n = 18,144) found a 6.4% (95% CI: 1–11%) proportional reduction in the major CV events during a median follow-up 6 years.",INTRO,17544,17901,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence explicitly reports a proportional reduction in major CV events; REDUCES is more accurate than PREVENTS.
silver_relationship:8ef848a166469061,paper:PMC4911828,PMC4911828-chunk-0004,,PMC4911828,REDUCES,drug:diacylglycerol_o_acyltransferase_1_inhibitors,Drug,Diacylglycerol O-acyltransferase-1 inhibitors,Diacylglycerol O-acyltransferase-1 inhibitors,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"Several other newer drugs are also in a clinical development program that has TG-lowering properties. This includes proprotein convertase subtilisin/kexin type-9 inhibitors, microsomal TG protein inhibitors (lomitapide), antisense oligonucleotides (mipomersen), antisense therapies targeting Apo-B – Apo-C, cholesteryl ester transfer protein inhibitors, peroxisome proliferator-activated receptor agonists, and diacylglycerol O-acyltransferase-1 inhibitors.",INTRO,16649,17106,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The class is included in a list of newer drugs described as having TG-lowering properties.
silver_relationship:16755c80458e6ee0,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,PREVENTS,drug:pravastatin,Drug,Pravastatin,Pravastatin,condition:coronary_heart_disease,Condition,Coronary Heart Disease,Coronary Heart Disease,Prevention of coronary heart disease with pravastatin in men with hypercholesterolemia,CONCL,26361,26447,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The title explicitly states prevention of coronary heart disease with pravastatin.
silver_relationship:e6a21ed90718b64b,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL Cholesterol,LDL Cholesterol,condition:coronary_heart_disease,Condition,Coronary Heart Disease,Coronary Heart Disease,Joint effects of serum triglyceride and LDL cholesterol and HDL cholesterol concentrations on coronary heart disease risk,CONCL,27529,27650,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly links LDL cholesterol concentrations with coronary heart disease risk via joint effects.
silver_relationship:ede2d5fbea31335b,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,REDUCES,drug:simvastatin,Drug,Simvastatin,Simvastatin,biomarker:cholesterol,Biomarker,Cholesterol,Cholesterol,Cholesterol lowering with simvastatin improves prognosis of diabetic patients with coronary heart disease.,CONCL,24998,25104,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The phrase 'Cholesterol lowering with simvastatin' explicitly supports simvastatin reducing cholesterol.
silver_relationship:78de727843a756eb,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,ASSOCIATED_WITH,biomarker:apolipoprotein_ciii,Biomarker,Apolipoprotein CIII,Apolipoprotein C-III,condition:recurrent_coronary_events,Condition,Recurrent Coronary Events,Recurrent Coronary Events,"VLDL, apolipoproteins B, CIII, and E, and risk of recurrent coronary events",CONCL,25371,25446,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The relationship is supported by the title linking apolipoprotein CIII with risk of recurrent coronary events; normalized name was revised to match the accepted entity.
silver_relationship:8f345a0e9d4277d8,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,ASSOCIATED_WITH,biomarker:c_reactive_protein,Biomarker,C-reactive Protein,C-reactive Protein,condition:diabetes,Condition,Diabetes,Diabetes,Metabolic syndrome with and without C-reactive protein as a predictor of coronary heart disease and diabetes,CONCL,25501,25609,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The title includes C-reactive protein in the predictor context for diabetes, supporting an association, though as part of a predictor formulation."
silver_relationship:19ab22c2e1b4233b,paper:PMC4911828,PMC4911828-chunk-0005,,PMC4911828,ASSOCIATED_WITH,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,condition:arterial_disease,Condition,Arterial Disease,Arterial Disease,The role of circulating glucose and triglyceride concentrations and their interactions with other “risk factors” as determinants of arterial disease,CONCL,22269,22417,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly describes triglyceride concentrations as determinants of arterial disease.
